ownerUsername,timestamp,caption,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,hashtags/29,likesCount,commentsCount,,
thepeninsulatokyo,2024-10-21T01:35:03.000Z,"??????????????

?????????????????????????????????????????????????????

A warm Peninsula welcome awaits. 

Our beloved Pen Bear is ready to greet you with a touch of warmth and comfort.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,7,,
janutokyo,2024-02-09T19:15:14.000Z,"Places of connection, discovery and delight, eight dining and socialising destinations offer an abundance of choice, where dishes, stories, and experiences are lovingly savoured and shared.

Experience the refined Chinese cuisine of Hu Jing, with reservations now available from 13 March 2024 onwards.

#WelcometoJanu #JanuTokyo #Rekindlethesoul 

????????????????????????????? ????????????????????????????????2024?3?13??????????????????????? 

8???????????????????????????????????????????????????????????????????????????????????????????? 

#???????? #???????",WelcometoJanu,JanuTokyo,Rekindlethesoul,????????,???????,,,,,,,,,,,,,,,,,,,,,,,,,,605,4,,
janutokyo,2023-12-11T13:54:05.000Z,"Explore the culinary heritage of China with Hu Jing.

Prepared using traditional methods, Hu Jing is known for its contemporary Cantonese specialities including its signature roast duck and variety of steamed, baked and fried dim sum.

#WelcometoJanu #JanuTokyo #Rekindlethesoul

???(????)??????????????? 

 ???????????????????????????????????????????????????????????????????????????????????????????????????????????????? 

 #???????? #???????",WelcometoJanu,JanuTokyo,Rekindlethesoul,????????,???????,,,,,,,,,,,,,,,,,,,,,,,,,,393,2,,
thecapitolhoteltokyu,2025-03-14T12:00:23.000Z,"Sleep Well, Feel Well ? ???????????????

??????????????????????????????????????????????????????????????

Choose the perfect pillow for the perfect night’s sleep. Memory foam or buckwheat? The choice is yours. Sweet dreams.

#??????????? #???? #?? #?????????? #?????? #TheCapitolHotelTokyu #CapitolHotel #VisitJapan #LuxuryTokyo #tokyoskyline #WorldSleepDay",???????????,????,??,??????????,??????,TheCapitolHotelTokyu,CapitolHotel,VisitJapan,LuxuryTokyo,tokyoskyline,WorldSleepDay,,,,,,,,,,,,,,,,,,,,146,0,,
thepeninsulatokyo,2024-10-07T05:45:39.000Z,"????????????????10??????????????????????????????
????????????18??????????????????????? ?????????????????????????????????????

Treat yourself to a delightful array of traditional Hong Kong dim sum and desserts with our Chinese Afternoon Tea at Hei Fung Terrace. 

From adorable panda-shaped steamed buns to delicate dumplings, each handcrafted treat promises a sumptuous flavor adventure. Enjoy these delights with authentic Chinese teas recommended by our tea master.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,4,,
thepeninsulatokyo,2024-10-23T08:56:04.000Z,"???????????????????????????????????????????????????

Discover your home away from home at The Peninsula Tokyo and indulge in serenity, where every soak feels like a pampering spa day.",????????,???????,???,thepeninsulatokyo,luxuryhotel,hotellife,,,,,,,,,,,,,,,,,,,,,,,,,645,4,,
thecapitolhoteltokyu,2025-03-16T12:00:33.000Z,"Rainbow Bridge: A Modern Icon of Tokyo

Spanning Tokyo Bay, the Rainbow Bridge connects the city centre with Odaiba, a vibrant entertainment district on a man-made island. More than just a transport link, it offers stunning views—especially at night when illuminated in rainbow colours. Ride the Yurikamome Line, an automated guideway transit system with a front-row view of the futuristic cityscape, or walk across for panoramic skyline views. 

It is approximately 20 to 30 minutes by car from the hotel.

? Around Tokyo / ??????? ?

????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
[??] ???????© ?????????? / Tokyo Convention?Visitors Bureau

#RainbowBridge #Odaiba #JapanTravel #VisitTokyo #VisitJapan #LuxuryTokyo #TheCapitolHotelTokyu 
#??????????? #???? #????????? #??? #????? #??? #????",RainbowBridge,Odaiba,JapanTravel,VisitTokyo,VisitJapan,LuxuryTokyo,TheCapitolHotelTokyu,???????????,????,?????????,???,?????,???,????,,,,,,,,,,,,,,,,,202,0,,
janutokyo,2024-03-23T10:00:20.000Z,"Encouraging social interaction, Azabudai Hills boasts a diverse collection of shops, galleries and eateries, ranging from Janu Tokyo’s eight unique dining and socialising spaces to the Azabudai Hills Market. As the central plaza beckons with its vibrant atmosphere, serendipitous encounters become the norm, weaving a rich tapestry of community spirit.

#WelcometoJanu #JanuTokyo

????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? 

#???????? #???????",WelcometoJanu,JanuTokyo,????????,???????,,,,,,,,,,,,,,,,,,,,,,,,,,,842,6,,
janutokyo,2024-02-09T19:00:22.000Z,"At Janu Mercato, freshly prepared dishes celebrating Italian culinary culture are served from three open kitchens, enjoyed in the light-filled dining area or on the leafy outdoor terrace.

With concepts embracing their European influence, we are continually pushing the parameters of cooking to shape new conversations around food.

Bookings from 13 March 2024 onwards now available. 

#WelcometoJanu #JanuTokyo #Rekindlethesoul

??????8????????????????????????????????????????????????? 

 ??? ??????????????3????????????????????????????????????????????????????????????? 

 2024?3?13?????????????? 

#???????? #???????",WelcometoJanu,JanuTokyo,Rekindlethesoul,????????,???????,,,,,,,,,,,,,,,,,,,,,,,,,,1003,10,,
thecapitolhoteltokyu,2025-03-23T12:00:23.000Z,"?????????????????

???????????????????????????????????????????????????3F ??????????????????????????????????????????????????????????

Sakura Bath Salts – A Moment of Tranquility??
Infused with the delicate essence of cherry blossoms, our sakura bath salts offer an exquisitely soothing and indulgent bathing experience. It brings a touch of seasonal serenity to any setting.

#??????????? #???? #?? #????? #? #????????? #TheCapitolHotelTokyu #CapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #sakura_tokyo #blossom",???????????,????,??,?????,?,?????????,TheCapitolHotelTokyu,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,sakura_tokyo,blossom,,,,,,,,,,,,,,,,,,241,1,,
janutokyo,2023-12-11T13:52:08.000Z,"Janu Tokyo offers a captivating trinity of connection, inspiration and exploration through its eight dining venues which span from comfort and familiarity to the excitement of the unknown. 

#WelcometoJanu #JanuTokyo #Rekindlethesoul

?????????????????????????????????????????????8???????&??????????????????????????????????????????? 

#???????? #???????",WelcometoJanu,JanuTokyo,Rekindlethesoul,????????,???????,,,,,,,,,,,,,,,,,,,,,,,,,,763,6,,
thepeninsulatokyo,2024-10-24T10:09:03.000Z,"???????????????????? ???????????????????????????????????

??????????????????????????????????????????????????

??????????????????

It's never too early to start planning for the Festive Season??. 

Experience the spirit of the season with a selection of holiday-inspired treats, from charming snowman pastries to whimsical snow globe desserts, all crafted with care and a touch of holiday charm.",????????,???????,???,?????,??????,?????????,????,???,thepeninsulatokyo,luxuryhotel,festive,afternoontea,christmas,winter,holiday,holidayseason,,,,,,,,,,,,,,,2127,5,,
janutokyo,2024-03-13T11:31:59.000Z,"The beating heart of a thriving urban community, @janutokyo opens its doors today. The dynamic sibling brand of Aman, @januhotels finds its first home in the capital’s newest neighbourhood of Azabudai Hills, just as the city’s emblematic blossoms begin to bloom.

#WelcometoJanu #JanuTokyo

??3?13??????????????

?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? 

#???????? #???????",WelcometoJanu,JanuTokyo,????????,???????,,,,,,,,,,,,,,,,,,,,,,,,,,,6248,98,,
thecapitolhoteltokyu,2025-04-03T12:43:26.000Z,"4????????????????????????
… @thecapitolhoteltokyu

?????????????????????????????????????????????????????????????????????????????????????????????????????????
????????????????????????

Spring Composition??
A celebration of cherry blossoms—each delicate on its own, yet even more stunning together. Soft pink vases and driftwood create a gentle gradient, accented by the refined lines of crafted bamboo. Blush-toned sakura in full bloom welcome you with the essence of spring.

#??????????? #???? #?? #??? #?? #? #????? #TheCapitolHotelTokyu #CapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #sogetsu #cherryblossom #flowerstagram",???????????,????,??,???,??,?,?????,TheCapitolHotelTokyu,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,sogetsu,cherryblossom,flowerstagram,,,,,,,,,,,,,,,,534,1,,
thecapitolhoteltokyu,2025-03-21T12:00:31.000Z,"???????????????????

????????????3?31?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

Shimane Culinary Fair at Star Hill?

Chinese restaurant Star Hill celebrates the finest ingredients from Shimane Prefecture. Inspired by his hometown, Chef Yamahashi personally selected rare and exceptional ingredients from local producers, creating a refined menu that brings out exquisite flavours rarely found in Tokyo. Available for weekday dinners starting March 31.

#??????????? #???? #?? #??? #???? #TheCapitolHotelTokyu #CapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #TokyoFoodie #Shimane_food #Chinesefood",???????????,????,??,???,????,TheCapitolHotelTokyu,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,TokyoFoodie,Shimane_food,Chinesefood,,,,,,,,,,,,,,,,,,274,1,,
thecapitolhoteltokyu,2025-03-30T13:13:13.000Z,"????????????? ... @thecapitolhoteltokyu 

?????????????????????????????????????????????????????????????????????????????????????

Cherry Blossoms in Full Bloom
The arrival of spring transforms the areas surrounding the hotel into a breathtaking landscape of cherry blossoms. From the tranquil beauty of early morning to the illuminated elegance of evening, immerse yourself in the fleeting splendour of the season.

#??????????? #???????",??????????,????,??,?,?,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,TokyuSakura,SakuraSeason,???????????,???????,,,,,,,,,,,,,,,,,,340,5,,
thecapitolhoteltokyu,2025-04-01T05:00:05.000Z,"???????????????????? ??????????????????????????????????????????????

The cherry blossoms in front of the hotel are in full bloom, marking a season of new beginnings. We wish everyone all the best as they embark on new encounters and initiatives in the year ahead.

#??????????? #???? #?? #?????????? #? #??? 
#TheCapitolHotelTokyu #VisitJapan #LuxuryTokyo #LuxuryJapan #cherryblossom",???????????,????,??,??????????,?,???,TheCapitolHotelTokyu,VisitJapan,LuxuryTokyo,LuxuryJapan,cherryblossom,,,,,,,,,,,,,,,,,,,,325,5,,
thecapitolhoteltokyu,2025-03-27T10:00:10.000Z,"?????????????????
????????????????????????????????????????
?????????????????????????????????????????ORIGAMI??4?1??4?30???????

Sakura Parfait – A Tribute to Spring??
Inspired by the traditional sakura mochi, this seasonal parfait combines cherry blossom-infused ice cream, strawberry cream, wasanbon sugar and sweet azuki bean paste. Topped with red and white mochi dumplings and a delicate langue de chat, this is a refined celebration of spring. Available at Lounge ORIGAMI from April 1 to April 30.

#??????????? #???? #?? #??????? #????? #?????? #?????? #TheCapitolHotelTokyu #CapitolHotel #VisitJapan #LuxuryTokyo #TokyuSakura #Sakura",???????????,????,??,???????,?????,??????,??????,TheCapitolHotelTokyu,CapitolHotel,VisitJapan,LuxuryTokyo,TokyuSakura,Sakura,,,,,,,,,,,,,,,,,,482,2,,
janutokyo,2023-12-04T14:07:51.000Z,"Rooted in the principles that made @aman an icon, @januhotels is a visionary hotel, residence and lifestyle brand designed to encourage connection, restore balance and promote collective joy.

#WelcometoJanu #JanuTokyo #Rekindlethesoul

????@aman????????????????????????????????????????????????????????????????????????????????????????????????????? 

#???????? #???????",WelcometoJanu,JanuTokyo,Rekindlethesoul,????????,???????,,,,,,,,,,,,,,,,,,,,,,,,,,251,6,,
thepeninsulatokyo,2024-11-06T08:51:05.000Z,"????????????????????????????????

?????????????????????????????????“??????????????”???????????????????????????????????????????

11?24???????10:00?15:00????????????????????????????????????????????????

Celebrate your love story at The Peninsula Tokyo, where our legendary hospitality makes every moment a cherished memory. ?",?????????,???????,????????,??????,ThePeninsulaTokyo,luxuryhotel,BridalFair,Wedding,weddingwednesday,,,,,,,,,,,,,,,,,,,,,,914,3,,
thepeninsulatokyo,2024-10-10T02:00:15.000Z,"?????????????????????????????????????????????????????????????????????????????

In such a vibrant metropolis like Tokyo, it's important to find your calm and escape the city's busy pace. Our rooms and suites provide the perfect retreat to relax and recharge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,1,,
janutokyo,2023-12-04T14:05:11.000Z,"“We have created a hotel that celebrates the rich cultural heritage and dynamic energy of Tokyo.” -  Jean-Michel Gathy of Denniston Architects

Discover space, privacy and comfort in light-filled Rooms and Suites where minimalist, Asian-inspired design meets timeless European styling. Step onto your private balcony, and become immersed in the vibrancy of the Azabudai Hills community that surrounds.

#WelcometoJanu #JanuTokyo #Rekindlethesoul

?????????????????????????????????????????????????? - ???????????????????????? 

??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? 

#???????? #???????",WelcometoJanu,JanuTokyo,Rekindlethesoul,????????,???????,,,,,,,,,,,,,,,,,,,,,,,,,,951,7,,
janutokyo,2023-12-04T14:04:12.000Z,"At the heart of Tokyo’s Azabudai Hills development – a vibrant community hub of nature, culture and art – @januhotels marks an energising new chapter with its highly anticipated first opening in March 2024.

Across 13 floors, Janu Tokyo’s design brings lightness in contrast to the vibrancy of the city. Floor-to-ceiling windows and private balconies spark curiosity for what surrounds, while connecting rooms encourage group travel.

#WelcometoJanu #JanuTokyo #Rekindlethesoul

??????????????????????????????????????????????2024?3??????????????????????????????????? 

1???13????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? 

#???????? #???????",WelcometoJanu,JanuTokyo,Rekindlethesoul,????????,???????,,,,,,,,,,,,,,,,,,,,,,,,,,337,0,,
thepeninsulatokyo,2024-11-13T04:21:33.000Z,"???????????????????????????????????????????????????????

Tokyo’s vibrant autumn colors are unfolding, just steps from The Peninsula Tokyo. Where do you like to go to enjoy the beauty of koyo (autumn foliage)?",????????,???????,???,????,?????,??,??,thepeninsulatokyo,luxuryhotel,TokyoAutumn,Autumn,TokyoViews,,,,,,,,,,,,,,,,,,,550,5,,
thepeninsulatokyo,2024-11-10T01:29:06.000Z,"???????????????????????2?????????????????????????????

Only two days left to catch our beautiful Kamon art collaboration??

This 7x11-meter piece blends tradition and modern design across 112 washi strips. Come take a look if you're around!",?????????,???????,???,??,?????,?,?,ThePeninsulaTokyo,luxuryhotel,autumn,art,kamon,hotelart,tokyo,,,,,,,,,,,,,,,,,638,5,,
fstokyo,2024-11-12T11:10:11.000Z,"With our Trains for Tots Plarail Package, little conductors can enjoy endless adventures, complete with a framed family photo in their uniforms to remember the fun. Explore our stay offers for more details.

?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? ?????????????????",fourseasons,fourseasonstokyo,????????,????????????????,?????,???,,,,,,,,,,,,,,,,,,,,,,,,,51,1,,
thecapitolhoteltokyu,2025-03-19T12:00:15.000Z,"????????????? ????

27????????????????????????? ??????
???????????2?????????????????????????????????????????????????????The Capitol Lounge SaRyoh????????????????????????????????????????

Panoramic views of Tokyo from the Executive Suite.
Gaze out over the Imperial Palace gardens, Hie Shrine and National Diet Building. Guests also enjoy exclusive access to The Capitol Lounge SaRyoh, ensuring an elevated stay.

#??????????? #???? #?? #??????? #???? #TheCapitolHotelTokyu #CapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #TokyoSkyline",???????????,????,??,???????,????,TheCapitolHotelTokyu,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,TokyoSkyline,,,,,,,,,,,,,,,,,,,,241,0,,
thecapitolhoteltokyu,2025-02-26T12:00:25.000Z,"?????????????????????

??????????????????????????????????200cm?????????????????? ?????????????????????????????????????????????????????????????????

Timeless Elegance?The Premium King Experience
Wake up to panoramic views of Tokyo—all from the comfort of your bed. Our Premium King room offers a harmonious blend of modern elegance and traditional Japanese aesthetics – not to mention a spacious 200cm-wide king bed.
Escape the city's bustle and indulge in a moment of quiet luxury.

#??????????? #???? #?? #?????????? #??????? #??????? #???? #TheCapitolHotelTokyu #CapitolHotel #LuxuryCapitolHotel #VisitJapan #LuxuryTokyo #tokyoskyline",???????????,????,??,??????????,???????,???????,????,TheCapitolHotelTokyu,CapitolHotel,LuxuryCapitolHotel,VisitJapan,LuxuryTokyo,tokyoskyline,,,,,,,,,,,,,,,,,,241,0,,
fstokyo,2024-11-08T08:45:05.000Z,"Navigating Tokyo Station’s labyrinth? We've got you covered. Our team meets you (or takes you) at the bullet train platform and guides you to your next destination—whether you’re checking into @fstokyo or are headed to @fskyoto, @fsosaka and beyond. Reach out via FSChat to find out more about our sending services. 

?????????????? ??????????????????????????????????????????????????????????????????????????????????????????@fstokyo ???????????????????????????????????FS?????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,134,4,,
thecapitolhoteltokyu,2025-02-20T12:00:19.000Z,"??????????????????

??????????????????????????????????????????????????????????????????????????????????????????????????????????
???????????????????????????

? ??? @thecapitolhoteltokyu ???????????????????

The Capitol’s Special “Hinamatsuri” Cake ??
Inspired by the traditional hishimochi (diamond-shaped rice cake traditionally displayed during Hinamatsuri or Girls’ Day), this limited-edition cake features layers of fluffy matcha sponge, fresh strawberries, and whipped cream. Topped with charming decorations of the Emperor and Empress dolls and delicately designed flower petals, each cake is a unique celebration of Hinamatsuri.

? For more details, please visit the profile link @thecapitolhoteltokyu .

#??????????? #???? #???? #?? #???????? #??????? #????? #TheCapitolHotelTokyu #LuxuryCapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #hinamatsuri",???????????,????,????,??,????????,???????,?????,TheCapitolHotelTokyu,LuxuryCapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,hinamatsuri,,,,,,,,,,,,,,,,,,292,1,,
fstokyo,2024-10-29T11:15:14.000Z,"Step off Tokyo’s bustling streets and into your own private hideaway—nestled amidst skyscrapers, our entrance offers a quiet welcome, setting the tone for your cosy stay.

????????????????????????????????????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,202,4,,
thecapitolhoteltokyu,2025-03-06T12:01:14.000Z,"?????? ??????????

?????????????????????????????????????????????????????????????????????????????2025?3?14????????????

Capitol Cookie Assortment ??
Soft pastel hues, vibrant matcha green and charming pink heart-shaped cookies create a delightful surprise upon opening. Perfect as a gift, a thoughtful gesture for someone special, or just a personal indulgence. Available until March 14, 2025.

#??????????? #???? #?? #??????? #?????? #????????  #TheCapitolHotelTokyu #CapitolHotel #LuxuryCapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #WhiteDay2025",???????????,????,??,???????,??????,????????,TheCapitolHotelTokyu,CapitolHotel,LuxuryCapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,WhiteDay2025,,,,,,,,,,,,,,,,,,223,0,,
fstokyo,2024-10-30T10:23:07.000Z,"Just one more sleep until Halloween—fangs at the ready for tomorrow’s spooky delights..! Here’s to a night of sweet monster mischief that's just around the corner. 

?????????????MAISON MARUNOUCHI???? ?????????????????????????????????????????????????????

Captured by @hillary.bowles",fourseasons,fourseasonstokyo,????????,????????????????,??????,??????????????,,,,,,,,,,,,,,,,,,,,,,,,,116,5,,
fstokyo,2024-11-02T06:24:07.000Z,"Presenting @maisonmarunouchi's seasonal ice cream sundae: the Fig Sundae, featuring fresh figs layered with soft, cloud-like Chantilly cream. Each spoonful reveals the natural, earthy sweetness of the season’s finest—a dessert as captivating as autumn itself.

?????????MAISON MARUNOUCHI???? ???????????????????????????????????????????????????????????????????????????????????????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,143,1,,
fstokyo,2024-10-26T06:17:16.000Z,"Breakfast hour at our Champagne Lounge turns everyone into morning birds, and honestly, who can resist?

????????????????????????????????????????????????????????? ??????????????????????????????????????????????????????????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,tokyobrunch,???????,,,,,,,,,,,,,,,,,,,,,,,,,126,3,,
thecapitolhoteltokyu,2025-02-16T12:00:16.000Z,"? Ginza – where glamour and old-world charm meet ??

Ginza is renowned as for its luxury stores and peerless shopping experiences.  But take a short walk down one of the many side streets and you’ll be exploring small boutiques and unique bars and restaurants. It’s where old Tokyo charm meets the glamour of luxury living - all a short distance from our hotel.
[??] Image:© Tokyo Convention?Visitors Bureau

? Around Tokyo / ??????? ?

?? – ????????????????? ?
?????????????????????????????????????????????????????????????????????????????????????????????????
[??] ???© ??????????

#TheCapitolHotelTokyu #LuxuryCapitolHotel #CapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #Ginza #??????????? #???? #?? #?? #????",TheCapitolHotelTokyu,LuxuryCapitolHotel,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,Ginza,???????????,????,??,??,????,,,,,,,,,,,,,,,,,,,223,1,,
fstokyo,2024-10-28T11:06:07.000Z,"From your corner suite at @fstokyo, Tokyo’s evening glow feels like pure magic. Settle in for a cozy night after a day of travel—just you, a good read, and the city’s sparkling lights in the background.

????????????????????????????????????????????? ?????????????????????????????????????????????????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,,
thecapitolhoteltokyu,2025-03-10T12:00:38.000Z,"???????????????

?????????????????????????????
?????????????????????????????????????????????????????????????????????????3?31??????????

Indulge in a very special Omakase at our Sushi Counter?

Our luxurious Omakase (Chef’s Choice) menu at the Japanese restaurant Suiren offers a unique opportunity to celebrate the rich flavours of premium tuna.  Enjoy Akami, Ch?toro, and ?toro cuts of the very best tuna, expertly enhanced through marination, searing, and other refined techniques by our skilled chefs.

#??????????? #???? #?? #??????? #? #TheCapitolHotelTokyu #CapitolHotel #LuxuryCapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #Omakase #Sushi",???????????,????,??,???????,?,TheCapitolHotelTokyu,CapitolHotel,LuxuryCapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,Omakase,Sushi,,,,,,,,,,,,,,,,,,294,2,,
thecapitolhoteltokyu,2025-03-04T12:01:25.000Z,"???????????????????
????????????????????????????????????????????????????????????????????????????????????2025?3?31??????????????

Hanami Kaiseki at Japanese Restaurant ""Suiren"" ??
Experience the beauty of cherry blossoms through an exquisite Kaiseki course inspired by sakura in full bloom.  With seasonal delicacies, including whitebait, bamboo shoots, urui, and fukinoto, this elegant creation is adorned with lily root and shaped like delicate cherry petals. Available for a limited time until March 31, 2025.

#??????????? #???? #?? #?? #?? #???? #TheCapitolHotelTokyu #CapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #washoku #kaiseki",???????????,????,??,??,??,????,TheCapitolHotelTokyu,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,washoku,kaiseki,,,,,,,,,,,,,,,,,,307,1,,
ritzcarltontokyo,2023-07-29T03:00:51.000Z,"???????????????????????? #??????????????????????????????????????6?????????????????????????????????

Come and experience our popular Weekend #Brunch at Bistronomy ""Towers” – home to a tantalizing array of summer-inspired appetizers plus a signature trolley serving six decadent desserts. Treat yourself to a weekend treat with breathtaking views!
#RitzCarltonTokyo #RCMemories #??????????",??????????????????????????????????????6?????????????????????????????????,Brunch,RitzCarltonTokyo,RCMemories,??????????,,,,,,,,,,,,,,,,,,,,,,,,,,808,4,,
thecapitolhoteltokyu,2025-03-08T01:10:05.000Z,"International Women's Day??????? ??

????????????????????????????????????

Empowered, dedicated, and always welcoming - our incredible associates help make every stay special.

#IWD2025 #AccelerateAction #TheCapitolHotelTokyu #VisitJapan #LuxuryTokyo #LuxuryJapan #??????????? #???? #?? #?????????? #??????",IWD2025,AccelerateAction,TheCapitolHotelTokyu,VisitJapan,LuxuryTokyo,LuxuryJapan,???????????,????,??,??????????,??????,,,,,,,,,,,,,,,,,,,,190,0,,
fstokyo,2024-11-06T09:15:00.000Z,"Front-row seats to Japan’s high-speed marvel—right from your room at @fstokyo . It’s a view that truly never gets old.
 
?????????????? ??????????????????????????????????????????????????????????????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,,
thecapitolhoteltokyu,2025-02-13T02:27:01.000Z,"??????????????2025? 5????5?????

??????????????????????
?????????? ?????????????????????????????????? @forbestravelguide ?????2025??????????5????????????????5????????????5????????????????????????????????????????????????????????

? ??? @thecapitolhoteltokyu ???????????????????

?Forbes Travel Guide 2025? 5-Star Rating for the 5th Consecutive Year

The Capitol Hotel Tokyu has been awarded a prestigious 5-star rating for the fifth year in a row by the internationally renowned Forbes Travel Guide @forbestravelguide .
We would like to thank our guests and the dedicated team committed to delivering exceptional hospitality every day.

? For more details, please visit the profile link @thecapitolhoteltokyu .

#??????????? #TheCapitolHotelTokyu",????????????,????,??,5?????,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,CapitolTokyu,ForbesTravelGuide,5Star,TokyoTravelGuide,???????????,TheCapitolHotelTokyu,,,,,,,,,,,,,,,,,383,10,,
thecapitolhoteltokyu,2025-03-02T02:30:00.000Z,"3????????????????????????
… @thecapitolhoteltokyu 

?????????????????????????????????????????????????????????????????????????????????????????????????
?? ???????? @hana_project ????????????????? ???????????????????????????

???(white mulberry)??(Peach)??????(Golden-bells)??????(Thunberg spirea)???(Lily)

Lobby Ikebana: ""Hana Tsuzuki"" ?
Marking the arrival of spring, peach blossom, golden-bells and lilies spread gently outwards, creating a soft expression of this most perfect season.

#??????????? #3????? #TheCapitolHotelTokyu",???????????,????,??,???,??,???????????,?????,???,TheCapitolHotelTokyu,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,sogetsu,flowerstagram,3?????,,,,,,,,,,,,,,,303,5,,
thepeninsulatokyo,2024-11-16T06:35:04.000Z,"?????????????????????????????????????????????????????????????????????????????????????

Experience the warmth of the holidays at The Peninsula Tokyo’s Christmas Market. 

Explore festive treats, one-of-a-kind gifts, and enjoy the sparkling atmosphere of Naka Dori Avenue. Be sure to share your love with the ""Letters to Loved Ones"" campaign, sending heartfelt messages across the globe.",????????,???????,???,?????,?????????????,????????,??????,????????,????,?,??????????,thepeninsulatokyo,luxuryhotel,festive,festiveseason,christmastree,christmas,winter,holidayseason,christmasmarket,holidaymagic,seasonofgiving,,,,,,,,,1026,4,,
fstokyo,2024-11-07T09:20:20.000Z,"The golden glow of November calls—enjoy salted caramel, fresh figs, chocolate, and autumn’s sweetest treats one last time before December’s festive cheer takes over. Our Golden Afternoon Tea awaits at @maisonmarunouchi. 

???????????????????????????????????????????? ???????????11???? @maisonmarunouchi ??????12???????????????????????????????????????????????

???2024?11?30?(?)
???11:30?18:00L.O.
?????7,600? / ??8,800??????????????
????03-5222-5880 ???????????????????",fourseasons,tasteoffs,fstokyo,??????????????,?????????,?????,????????????,?????,,,,,,,,,,,,,,,,,,,,,,,194,4,,
fstokyo,2024-11-01T08:21:12.000Z,"November is here, and the festive spirit is officially in the air! Our Bûche de Noël is now open for reservations. Crafted with hazelnut dacquoise, bitter chocolate praline, and white chocolate stars, this yule log is perfect for holiday gatherings—reserve yours on our takeaway site.

Caramel lovers, our Caramel Afternoon Tea returns! With fresh figs and rich chocolate, it’s November’s golden favorite. Pair it with an autumn cocktail afterwards at the bar.

Don’t miss the lemon and praline mille-feuille by Executive Chef Daniel Calvert—ideal for gifting season.

11??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

????11?????????????????????????????????????????????????????????????????????????????????????????????????????

????????????????????????????????????????????????? ????????????????????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,124,4,,
fstokyo,2024-11-05T03:27:11.000Z,"Tables set, glasses lined up, and a quiet anticipation in the air. Moments of calm before the buzz at @maisonmarunouchi. 

??????????????? ?????????????????????????? ???????????????????????????????????????????????????????????????????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,142,2,,
